ID,meta.userAgent,meta.platform,meta.language,meta.locale,meta.timeZone,meta.timezoneOffset,meta.screen_width,meta.screen_height,meta.scroll_width,meta.scroll_height,meta.window_innerWidth,meta.window_innerHeight,meta.devicePixelRatio,PROLIFIC_PID,framingCondition,sociodemo_gender,sociodemo_priorExperience,sociodemo_residency,sociodemo_education,feedback_critic,attCheck_text,sociodemo_universityAffiliation,sociodemo_universityField,reflection_ecological,reflection_social,reflection_economic,EcologicalDimension-1,EcologicalDimension-3,EcologicalDimension-4,EcologicalDimension-2,Bioinspiration-VRtN1,Bioinspiration-PN4,Bioinspiration-VRtN4r,Bioinspiration-IPI1,Bioinspiration-PN2r,Bioinspiration-VRtN2,Bioinspiration-IPI2r,Bioinspiration-PN3,Bioinspiration-IPI3,Bioinspiration-IPI4,Bioinspiration-VRtN3,Bioinspiration-PN1,evalInf-6,evalInf-5,evalInf-8,evalInf-2,evalInf-3,evalInf-4,evalInf-10,evalInf-7,evalInf-1,evalInf-9,GAToRS-4pp,GAToRS-3sp,GAToRS-4pn,GAToRS-5pp,GAToRS-1pp,GAToRS-3pp,GAToRS-4sp,GAToRS-2pn,GAToRS-2sp,GAToRS-1sn,GAToRS-3pn,GAToRS-5pn,GAToRS-1pn,GAToRS-4sn,GAToRS-5sn,GAToRS-5sp,GAToRS-2pp,GAToRS-1sp,GAToRS-3sn,GAToRS-2sn,dummy_informedconsent,commCheck,feedback_conscientiousCompletion,sociodemo_age,whichItemsFirst,socio_age,socio_sex,socio_ethnicity,socio_student,socio_employment,total_min_prolific
31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Europe/London,0,1440,900,1440,499,1440,812,2,60d075b6af3d46debaf3cfd8,bio-inspired,female,no,GB,masters,,I read the instructions,no,,"The Soft Robot Walker is built in a way so that it can handle various terrains, where its soft limbs can tackle rocks and sands without damaging the environment. ","The Soft Robot Walker may relate to the social aspects of sustainability as it looks to be a more ecologically safe product, which fares well in nature.","The Soft Walker Robot uses air to fuel its movement rather than electricity, whilst parts of it can be made by 3D printing, rather than using hard-made materials. The use of air to energise the robot is efficient resource use and more ecologically friendly than using electric sources of power.",5,4,4,6,1,2,6,7,4,5,7,2,6,7,6,3,4,5,4,5,5,4,5,4,4,4,2,4,2,1,4,4,5,4,4,7,2,6,3,5,4,4,4,5,7,3,1,1,1,23,bioinspired,23,Female,White,Yes,Unemployed (and job seeking),17.616666666666667
32,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1912,499,1912,994,1,651ac88823e71c05dbc1ff63,bio-inspired,male,no,GB,level_4_5,,I read the instructions,yes,administrator,"A sustainable and resilient robot workforce would not only be beneficial to society but it could also carry out work to maintain ecosystems and to repair them, this would be particularly useful in inhospitable environments. The use of air rather than non renewable energy is extremely beneficial and minimises the risk of negative consequences from the production of these robots. ","This type of design would lend itself to use with robots that might be used in a carer capacity, they would appear more engaging to users and their would be much less chance of them causing injury to a person that they were caring for. In conjunction with AI they could replicate meaningful contact and be used in scenarios that would prevent danger to humans. They could even be used as teachers to educate and inform people of all cultures. The use of such robots could allow humans to have more leisure time as work is transferred to the robots.",The costs associated with such a design of robot should be reduced as it will have greater durability and longevity due to its robust design. The soft elements of the robot will be better protected so there will be less requirement for repair and replacement of parts and it will also reduce the potential for costly damage to other objects that it encounters. It will also be much more adaptable in terms of its uses and may be able to carry out tasks that would previously have required human intervention leading to further cost reductions.,7,6,7,7,5,3,7,7,4,6,7,4,7,7,7,5,6,5,6,6,6,5,6,6,6,6,5,7,1,7,4,5,6,2,6,3,1,1,2,5,5,6,6,7,3,4,1,1,1,57,sustainable,57,Male,White,No,Full-Time,24.383333333333333
34,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1536,864,1536,499,1536,695,1.25,6775c5ef1f8667141b32c256,bio-inspired,female,no,GB,level_3,,I read the instructions,no,,I have no idea how the soft robot walker could contribute to the preservation of our ecosystems.,I cannot imagine the soft robot fitting in well within the current environment at all.,The soft robot walker has been designed to replace what humans are already doing perfectly well. It will be a very sad day indeed if a robot replaces a human's right to provide an income.,6,7,6,7,1,5,2,7,7,1,7,1,7,7,5,1,1,2,5,5,5,1,2,1,1,1,1,4,4,1,2,1,1,6,2,6,1,7,6,7,7,1,2,1,7,7,1,1,1,56,bioinspired,56,Female,White,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",20.95
35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",MacIntel,en-GB,en-GB,Europe/London,0,1710,1107,1468,497,1468,919,2,677a8e5affbe5673b3a79e6b,bio-inspired,male,no,GB,masters,N/A,I read the instructions,no,,"My initial thought is that the fact there are no circuit boards means a reduction in the amount of minerals that need to be sourced to support production. It might be quite small but it helps preserve the environment.  

That the walker imitates a stick insect means its movements will have limited impact on the environment and minimise damage to the surroundings. It will ensure endangered habitats do not have to be damaged by humans to the same extent.",The different number of possibilities for the Soft Robot means it will be able to operate in environments not easily or readily accessible to human or current robots. The result of this is that humans should not have to conduct as many hazardous tasks in the future. As the robot evolves education will be more focused on the future possibilities and the malleability of the robot will intrigue students and pique their inquisitive nature about what future potential it offers.,The Soft Robot Walker should be produced more efficiently and economically to current models and require less natural resources which are susceptible to market pricing. The level of degradation to the Soft Robot should be reduced meaning less downtime and replacement of parts. The ability to soft grip items means the likelihood of damage should be reduced and therefore effectiveness increases and reduces costs.,5,6,5,6,2,3,3,5,6,3,5,2,5,4,5,3,4,4,6,5,4,6,5,5,6,5,3,6,2,2,4,4,7,5,6,5,4,3,2,6,6,5,3,6,6,7,1,1,1,60,bioinspired,60,Male,White,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",34.733333333333334
36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-US,en-US,Europe/London,0,1600,900,1600,499,1600,731,1,5bebf332cef79f00014d230c,tech-inspired,male,no,GB,level_3,"Very interesting study. I had never heard of soft robots and the study has been very informative, thanks",I read the instructions,no,,"I believe, due to how the soft robot is manufactured and maintained ref spare parts etc. The process of making these is more environmentally better than a conventional robot. I also believe how its powered (By air as opposed to eg electivity) would be more beneficial",I believe that due to the two answers above this alone would make it more social acceptable and therefore sustainable. Being able to make spare parts on a home printer would also contribute to this,I believ it was detailed in the video that the process of manufacturing this soft robot was far cheaper than a hard robot. Also the upkeep and maintain the robot would be cheaper by way of spare parts produced ,5,5,5,5,2,2,3,5,7,4,5,1,5,5,2,2,6,4,6,6,4,5,6,5,5,5,4,4,3,3,4,4,7,2,4,4,2,3,3,5,6,6,5,5,3,7,1,1,1,48,bioinspired,48,Male,White,No,Full-Time,20.266666666666666
37,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",Linux x86_64,en-GB,en-GB,Europe/London,0,1366,768,1366,499,1366,633,1,66a9fd2b645b325705af8c79,bio-inspired,female,no,GB,level_3,It was interesting as I haven't heard of or thought about soft robots before. Still trying to fathom what they would be used for.,I read the instructions,no,,"It isn't electronic and is designed to be less harsh on its environment as not metal, and 3d printing can use recycled materials. It seems more sustainable option, however I'm left wondering what we actually need it for and what it would be used for. ",I suppose it may be less expensive to create and run and therefore more affordable for less affluent societies to use...but I'm still unsure what it would be used for and if it's a vital part of preserving our planet and of benefit to all who inhabit it. ,"It is made from recyclable materials and would be less harsh on the environment as it's softer. I'm still wondering how it would be utilised and what it's end purpose would be, my brain can't link this small stumbling robot to anything in particular.",4,5,5,5,3,4,2,4,6,3,5,2,5,5,3,1,2,3,3,4,4,4,4,2,4,4,1,2,4,1,3,4,5,6,4,7,4,6,6,7,6,3,2,4,7,5,1,1,1,66,sustainable,66,Female,White,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",44.53333333333333
38,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1536,864,1536,499,1536,695,1.25,6614fb6af3c5aa23b962ea2d,tech-inspired,male,yes_some,GB,level_3,no further comments,I read the instructions,no,,appears to be better for the ecology and planet as uses far less resources and and can also be used used with far more flexibility such as able to hold things and move on sand reduces need for heavy metals so good for environment,Soft Robot Walker appears to use far less materials and energy and will therefore be better for the environment it can be built at home on 3d printers so less use of delivery related pollution and less packaging will be required overall better for sustainability ,the economic costs appear to be less compared to conventional robots needs less electronic components and can potentially be made from recycled products so helps save money uses air pressure so less use of electricity,5,6,4,6,4,3,5,5,7,4,3,2,5,5,6,2,6,6,5,6,6,5,6,4,5,4,4,6,2,1,5,5,7,3,6,2,1,2,2,6,2,6,6,7,2,5,1,1,1,57,bioinspired,57,Male,Asian,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",23.95
41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1366,768,1366,499,1366,641,1,5f3ec93efbd299158253f283,tech-inspired,male,no,GB,bachelors,,I read the instructions,no,,"it is low cost, relatively simple design. its not wasteful. i can be operated without electricity.",i would be inclusive and adaptable. it can provide health and educational benefits,its modular design is efficient and economical. it is a low cost concept. does not require advanced engineering.,3,4,3,4,4,3,4,6,4,3,5,3,5,5,5,5,5,5,5,5,4,4,4,5,4,3,5,6,3,4,6,5,6,3,6,3,2,2,3,6,3,5,6,6,3,5,1,1,1,53,bioinspired,53,Male,White,No,Full-Time,22.283333333333335
43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Europe/London,0,2560,1440,1233,499,1233,1320,2,682b3f63d0e2c4eff64fe664,tech-inspired,male,no,GB,bachelors,Interesting and exciting.,I read the instructions,no,,"Metals and in particular electronics as well as electricity production are harmful, mining, refining, transport, the whole process is harmful. The use of soft materials is generally very much less harmful and reduces the need to harm the planetary ecosystem to meet the objectives. If we do not have to damage systems they remain more tightly integrated as they should. When we ruin a system the benefits of full integration are much reduced or lost. Minimising harm to the planet is a truly worthwhile objective benefitting all.","Many educational institutions and private homes have or have access to 3D printers and thus may utilise soft robotic tools in the sphere of education at a modest cost which has the advantage of democratising robotics and uses.
Situations unhealthy for humans may utilise soft robotics as a cost and energy efficient platform to engage at reduced risk.
The materials used in 3D printing vary considerably in application suitability and where possible biodegradable materials may be used to the benefit of all.","Soft robots are potentially suitable for a great number of situations though clearly not all. In many cases the use of soft robots would be the most suitable choice, more suitable that is than hard robots or humans. One extremely important aspect of this is that models may be cheaply and iteratively prototyped until a final design is achieved. This results in much faster development at great pace and in a very resource efficient manner. The early prototypes can be developed possibly using cheap materials and later designs using materials with desired characteristics thus making the process even more cost efficient. Normally economy is achieved by scale, with soft robotics that is not quite so true. The choice of soft materials and compressed air is hugely important in reducing the harm to Earth. ",6,7,4,7,3,6,6,6,1,6,6,5,6,6,7,5,6,5,6,6,6,6,6,6,6,6,7,7,1,4,6,7,7,1,7,1,1,1,1,7,5,7,7,7,1,7,1,1,1,71,bioinspired,71,Male,White,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",52.11666666666667
44,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Linux x86_64,en-GB,en-GB,Europe/London,0,1536,864,1488,499,1488,778,1.25,5e469f9ef0d398000b1f13f2,tech-inspired,male,no,GB,bachelors,"I thought the video was a bit long winded and could easily have conveyed the same level of detail and understanding in half the amount of time.

As I said in the initial text boxes to be filled in, apart from the 'soft robots' being able to work with no electronics I couldn't really see any differences of note between hard and soft robots. The example of a soft robot being able to pick up a light bulb that was given I would fully expect a hard robot to be able to do now (Though I don't know much about robotics). I would also expect a soft robot to really quickly acquire lots of fairly complicated electronics if it is ever going to perform any moderately complicated task - and woul then have similar electronics to a hard robot. Regards",I read the instructions,no,,"Again, past the slightly different materials being used I just don't see any differences of note between a soft robot and what is currently being used and defined as a 'hard' robot.","I'm going to basically repeat the previous 2 answers here. I just don't see how the soft robot described here has any differences of significance to a current hard robot. This is especially true if we are talking about social sustainability and things like health, education and society. I just can't think of any concrete examples where I see a soft robot being different to a standard hard robot.","From the video there didn't appear to me any real differences between hard and soft robots past the fact that it could be controlled without the use of electronics. I would imagine that any moderately complicated task though (past basic walking and gripping) would quickly lead to fairly complicated electronics being used in addition. For example (I'm not an expert though) I would have thought a 'hard' robot would easily be able to perform extremely delicate operations already, from the video example picking up a light bulb was mentioned which I would easily expect a hard robot to do very well already. From the sustainability point of view, past the electronics and slightly different materials used I just don't see any significant difference between hard and soft robots.",5,2,3,4,2,2,4,6,7,3,6,2,6,6,3,2,5,5,5,5,5,3,4,3,4,2,3,5,1,4,6,4,4,2,6,2,1,2,2,4,3,6,3,7,2,3,1,1,1,55,bioinspired,55,Male,White,No,Unemployed (and job seeking),28.75
45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1280,720,1280,499,1280,632,1,67806a2cfa790bea4d4dc92d,tech-inspired,male,no,GB,level_4_5,no,I read the instructions,yes,Software development,the soft robot walker is made from recycled materials and this is a good step towards taking care of the environment. The materials used to make it are also biodegradable which is sustainable for the environmrnt.,It relates to social sustainability in that it can be used for many purposes by different people which makes it easily accessible.,The soft robot walker is an innovative idea that is also economical and can be used to perform tasks that can improve growth in the long term.,7,7,7,7,5,6,7,7,5,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,3,7,6,6,7,2,7,2,2,1,1,7,7,6,7,7,6,5,1,1,1,19,bioinspired,19,Male,Asian,DATA_EXPIRED,DATA_EXPIRED,32.083333333333336
47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1680,1050,1680,499,1680,933,1,653bd6caa825385145ae02d0,bio-inspired,female,yes_some,GB,level_3,None, I read the instructions,no,,I cannot see how it relates to sustainability - it looks very plastic like,It's just another robot made of plastic,I'm not sure how it will help,4,4,2,2,1,1,1,4,7,1,5,1,5,4,1,1,1,4,4,4,5,3,4,1,2,2,1,2,4,1,4,1,4,1,3,7,2,4,4,6,7,1,5,2,5,5,1,1,1,64,sustainable,65,Female,White,No,Full-Time,29.416666666666668
49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-GB,en-GB,Europe/London,0,1536,864,710,499,710,683,1.25,5bc690392885710001a0bb76,bio-inspired,female,no,GB,level_2,everything went well,I read the instructions,no,,Because the robots are operated by air instead of electronics this means that they are more ecological.  The parts for them are also cheaper to make as they can be made with a 3D printer,I think that the robots are far less dangerous to people as they are soft and not hard like traditional robots and therefore safer for humans to work with.,The parts for the robot walker are free to make and therefore help with sustainablility.  The cost to run the robots are also cheaper as they are operated with air rather than electronics.  The new robots will also provide new employment for people with the manufacturing of them.,7,6,4,6,6,5,7,7,6,6,7,5,7,7,6,6,5,4,5,5,4,5,4,3,5,4,5,5,5,3,5,4,6,4,5,5,5,3,3,6,5,5,6,6,5,6,1,1,1,60,sustainable,60,Female,White,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",28.883333333333333
